项目名称,项目URL,提交ID,提交者,提交时间,提交信息,提交链接
reactos/reactos,https://github.com/reactos/reactos,f3e742d,George Bișoc,2025-11-23T00:56:56Z,[NTOS:PS] Dump the process/thread information class names on debug logging,https://github.com/reactos/reactos/commit/f3e742ddef345eb04d9b4f0646ea66adb80504a6
reactos/reactos,https://github.com/reactos/reactos,69ad0e6,Eric Kohl,2025-11-30T12:11:41Z,[FSTUB] Fix UsableLength calculation  IOCTL_DISK_GET_DRIVE_LAYOUT_EX returns the proper UsableLength for GPT formatted drives.,https://github.com/reactos/reactos/commit/69ad0e6996fd8f2459f5f52b2de443af82500278
reactos/reactos,https://github.com/reactos/reactos,17419ab,Hermès Bélusca-Maïto,2025-11-23T20:33:31Z,[NDK][NTOS:PS] Add missing THREADINFOCLASS values,https://github.com/reactos/reactos/commit/17419ab4a2ff27e6e0d2d91c82990660329ff40b
reactos/reactos,https://github.com/reactos/reactos,8289415,¥IGA,2025-11-28T20:46:42Z,[GITHUB] Update CI dependencies (#8471),https://github.com/reactos/reactos/commit/828941535964af2dabd913493a8ea9e2e847e5be
reactos/reactos,https://github.com/reactos/reactos,55a3a96,Daniel Zimmermann,2025-11-28T18:20:30Z,[NETSH] Fix incorrect variable usage in swprintf call (#8482)  - swprintf should call with the input string and not with the undefined allocated string from HeapAlloc.  Addendum to bfee65f62c8.,https://github.com/reactos/reactos/commit/55a3a9684928276d9b7990c740058da611f93ea1
reactos/reactos,https://github.com/reactos/reactos,bb8c8ee,Timo Kreuzer,2017-10-11T18:42:31Z,"[KERNEL32] Fix PAGE_EXECUTE_WRITECOPY section access in CreateFileMappingW  When PAGE_EXECUTE_WRITECOPY is requested in CreateFileMappingW, give only SECTION_MAP_EXECUTE access, not SECTION_MAP_WRITE.",https://github.com/reactos/reactos/commit/bb8c8eea4a503d3cde16aad4cef511a1a6b78a5a
reactos/reactos,https://github.com/reactos/reactos,f4436f5,Timo Kreuzer,2025-11-24T19:02:36Z,"[ACPICA][UDFS][BTRFS] Fix MSVC warning C4319  ""warning C4319: '~': zero extending 'uint32_t' to 'uint64_t' of greater size"" Fixes build with VS 2026.",https://github.com/reactos/reactos/commit/f4436f549f5158d1a67acdbeba7fa1b27ca2363e
reactos/reactos,https://github.com/reactos/reactos,06983e3,Mark Jansen,2025-08-02T21:30:03Z,[XML2SDB] Add basic support for including/excluding shims based on platform  CORE-20159,https://github.com/reactos/reactos/commit/06983e3967eeb3f04a1725f390aa56b680514cd7
reactos/reactos,https://github.com/reactos/reactos,eb18696,Mark Jansen,2025-08-02T21:26:27Z,[APPHELP] Add basic support for wildcard matching  CORE-20159,https://github.com/reactos/reactos/commit/eb18696e725c78261ae6504e5fac9aaf8e56d15a
reactos/reactos,https://github.com/reactos/reactos,1c14a7a,Eric Kohl,2025-11-23T14:54:34Z,[IFMON] Add the winsock helper and clean up the function declarations,https://github.com/reactos/reactos/commit/1c14a7a343080d71074e18d5ec1a965efe301c0b
reactos/reactos,https://github.com/reactos/reactos,e7fd531,Eric Kohl,2025-11-23T12:19:32Z,[PSDK] Improve type definitions,https://github.com/reactos/reactos/commit/e7fd531e195a1b17db5ca7a5842d67c4a9ec6303
reactos/reactos,https://github.com/reactos/reactos,574b76e,Hermès BÉLUSCA - MAÏTO,2025-11-22T22:36:05Z,[KERNEL32_VISTA] Fix a bug I've introduced while merging PR #7982,https://github.com/reactos/reactos/commit/574b76e9eac2982bd2184eaa7f1cca940a9d31e9
reactos/reactos,https://github.com/reactos/reactos,c283b15,Ratin Gao,2025-11-22T21:22:45Z,[KERNEL32_VISTA] Rewrite `QueryFullProcessImageName` (#7982)  Follow-up of PR #7942 CORE-16145,https://github.com/reactos/reactos/commit/c283b153746ff7b206ad2ce543a2c276937469cd
reactos/reactos,https://github.com/reactos/reactos,0135440,Eric Kohl,2025-11-22T15:53:33Z,[NETSH] Implement MakeString and FreeString  Used by the 'winsock show catalog' command.,https://github.com/reactos/reactos/commit/0135440d50089f56cb71f94aae4a313e488676d7
reactos/reactos,https://github.com/reactos/reactos,b18a46e,Johannes Thoma,2025-10-21T14:57:16Z,"[NETIO] Implement an in-kernel BSD-style networking API driver  This patch adds the NETIO.SYS driver to ReactOS. NETIO.SYS is part of Windows since NT6 (Vista).  The driver is not feature complete (meaning some functionality is unimplemented) but does its job quite good for what it originally was written for (which is getting WinDRBD working on ReactOS/Windows Server 2003 SP2).  The driver re-uses parts of the AFD.SYS driver, namely those functions that ease communitating with the transport device interface (TDI). Other than that, following features are implemented and should work:   * TCP/IP networking: connect, listen, accept, read, write  * UDP/IP networking: write  So in a nutshell TCP/IP support is completed, UDP support is partially complete and ICMP support does not exist yet. In particular the listen/accept mechanism allows one to write kernel side TCP servers that one can connect to via the internet.  The netio driver is licensed under the MIT license, see the file netio.c for more details.  Have fun with it :)  Signed-off-by: Johannes Khoshnazar-Thoma <johannes@johannesthoma.com>",https://github.com/reactos/reactos/commit/b18a46e315a42175174dbef972bab40474ad790f
reactos/reactos,https://github.com/reactos/reactos,c425244,Johannes Thoma,2025-10-21T14:49:27Z,"[TDIHELPERS] Move TDI helpers from AFD driver to separate directory  We want to use the TDI helper functions also in the NETIO.SYS driver which comes with the next commit. The code was modernized a bit (usage of DPRINT, doxygen style comments) but other than that it was left unchanged.",https://github.com/reactos/reactos/commit/c425244a3643b2673902d43eaf91723062485f0c
reactos/reactos,https://github.com/reactos/reactos,b164436,Carl J. Bialorucki,2025-11-21T15:21:37Z,"[INCLUDE/WINE] GetNTVersion() and other changes for kernel32 winetest sync  - [INCLUDE/WINE] Add GetNTVersion() macro, useful for determining Windows versions in Wine tests we need to bring up for older Windows versions. - [INCLUDE/WINE] Header changes needed for kernel32 winetest - [WINETESTS] Perform any fixes needed from breaking header changes",https://github.com/reactos/reactos/commit/b1644362af8c744a3730aa707ad096bf0eeef500
reactos/reactos,https://github.com/reactos/reactos,ad807f8,Carl J. Bialorucki,2025-11-21T15:20:35Z,[INCLUDE/WINE] Fix for CORE-20373  - Don't use DECLSPEC_IMPORT for function prototypes when compiled with GCC. This is related to CORE-6504. This hack can be removed when binutils is fixed and CORE-6504 is resolved.,https://github.com/reactos/reactos/commit/ad807f82b6d40917f8e3225e3c21e8ca13168e4d
reactos/reactos,https://github.com/reactos/reactos,46fb20d,Hermès Bélusca-Maïto,2025-11-19T15:34:27Z,"[VIDEOPRT] registry.c: Minor code enhancements  - Add and use `CONST_STR_SIZE/LEN` macros to get the number of bytes and   characters for a static const string buffer, instead of invoking e.g.   `wcslen()`, which may or may NOT be optimized out (e.g. MSVC debug builds).  - Use `UNICODE_NULL` instead of `0`.  - Transform a `DPRINT` into an `INFO_(VIDEOPRT, ...)`  - Fix an x64 warning   `registry.c(689): warning C4267: '=': conversion from 'size_t' to 'USHORT', possible loss of data`",https://github.com/reactos/reactos/commit/46fb20d4063b0e9ad7ade8f5dc8cebf3cb469524
reactos/reactos,https://github.com/reactos/reactos,9a47818,Hermès Bélusca-Maïto,2025-11-19T14:48:35Z,[VIDEOPRT] registry.c: Uniformize some error debug traces,https://github.com/reactos/reactos/commit/9a478189e5564e978747654610c93bb0feb078fe
reactos/reactos,https://github.com/reactos/reactos,1b89086,Hermès Bélusca-Maïto,2025-11-18T21:07:18Z,[HALX86] Re-enable HalpBiosDisplayReset() for x64: it actually supports display reset (#5513)  CORE-18185 Addendum to commit 215148267e7bad7  Everything that's needed (the x86 emulator with x86BiosCall) is implemented. Fixes screen cleaning when bootvid takes over the VGA display.,https://github.com/reactos/reactos/commit/1b89086baed3cd118018b8dd837d00ccd5d024ca
reactos/reactos,https://github.com/reactos/reactos,94abe83,Hermès Bélusca-Maïto,2023-07-28T10:41:24Z,[HALX86] HalpBiosDisplayReset: Return x86BiosCall result (#5513),https://github.com/reactos/reactos/commit/94abe8328fdc8b69e98c2c0b1a03fae5a256133d
reactos/reactos,https://github.com/reactos/reactos,89d5a3d,Hermès Bélusca-Maïto,2023-07-26T20:05:53Z,"[VIDEOPRT] Implement support for dynamically choosing V86 vs. X86 emulator on x86 32-bit builds (#8451)  The choice is done by looking for the presence or absence of the `HKLM\System\CurrentControlSet\Control\GraphicsDrivers\DisableEmulator` registry key. For more details, see: https://www.geoffchappell.com/studies/windows/km/hal/api/x86bios/call.htm  By default, use V86 in 32-bit Win2k3-compatible builds, otherwise (Vista+) check the presence of the registry key.  The X86 emulator routines are exported by the HAL.DLL. They are always exported by the non-x86 HAL. However, they may or may not be exported by the x86 (32-bit) HAL: on NT 5.2 and below they are not exported, while on NT 6.x (Vista+) they are.  Therefore:  - in our NT <= 5.2 x86 builds, we load the routines at runtime. If they   aren't found, we fail emulator support initialization and fall back to   VDM V86 support.  - in our NT 6.x (x86 or not) builds, we always directly link with the HAL   routines, since they are guaranteed to be present there.",https://github.com/reactos/reactos/commit/89d5a3dbb85ffab09e0f84c7d1f24b2eddd21a0c
reactos/reactos,https://github.com/reactos/reactos,6313ef9,Hermès Bélusca-Maïto,2025-11-18T12:43:33Z,[NDK] halfuncs.h: Mark importable HAL function exports with NTHALAPI,https://github.com/reactos/reactos/commit/6313ef9d69ffeb9c0cc2b396edaa6715281bc9ee
reactos/reactos,https://github.com/reactos/reactos,c2a0cf1,Doug Lyons,2025-11-17T22:16:53Z,[CRT] Fix Visual C++ MSDEV hang by fixing _ismbcspace (#8466)  CORE-19396  Change function _ismbcspace to match Microsoft's description.,https://github.com/reactos/reactos/commit/c2a0cf1bfa27cee976120c7882a939771c9a6be5
reactos/reactos,https://github.com/reactos/reactos,ef03e09,Mohammed al-Ramadany,2025-11-17T20:27:00Z,[KMTESTS] ExResource fixes (#8341)  - Check Windows version at runtime for select tests - Check ActiveEntries too on NT6+,https://github.com/reactos/reactos/commit/ef03e090a615ba803c837d17e4c9e315bd4b32eb
reactos/reactos,https://github.com/reactos/reactos,5a36dd6,Justin Miller,2025-11-17T13:47:53Z,[SDK] Small SDK fixes for ARM64 - Prepping for GCC work (#8458)  * [SDK] add ARM64 entry to ioaccess.h * [SDK] Add arm64 target to win64 spec2def entry * [SDK] Implement NtCurrentTeb for ARM64 CORE-18200  Co-authored-by: Laura Konopinska <alula@tuta.io> Co-authored-by: Hermès BÉLUSCA - MAÏTO <hermes.belusca-maito@reactos.org>,https://github.com/reactos/reactos/commit/5a36dd6006a1ad4f4bf86c77771af5ef65a2969c
reactos/reactos,https://github.com/reactos/reactos,0f9cdb3,Hermès Bélusca-Maïto,2025-11-14T19:38:25Z,"[RPCRT4] Better handle buffers reallocation failure case (#8461)  Addendum to commit 7f1075986f (PR #8305). Addresses review comment https://github.com/reactos/reactos/pull/8305#discussion_r2505628716  In `expand_pointer_table_if_necessary()`, if any of the `RefIdToPointer` `XlatTable` or `StateTable` buffers failed to be reallocated, the `realloc()` call would return NULL while the underlying buffer still be valid. Directly assigning the reallocation result to the pointers would then leak the buffers.  With this fix, the `realloc()` result is stored in a temporary pointer. If the result is NULL, we free the original buffer, since the intended code behaviour is to reset all the tables. If the result is a valid pointer to the reallocated buffer, then we can use it instead.",https://github.com/reactos/reactos/commit/0f9cdb395adc2b8f357af75cce2a3bb0da11522b
reactos/reactos,https://github.com/reactos/reactos,8722610,Hermès Bélusca-Maïto,2025-11-14T16:35:53Z,"[WIDL] Minor cleanups following wine-10.0 sync (#8461)  Addendum to commit 8608467b84 (PR #8305).  - Remove redundant `#ifndef __REACTOS__ ... #endif` inside such an   already existing block.   See https://github.com/reactos/reactos/pull/8305#discussion_r2510118529  - Move the `getenv(""TEMP"")` ReactOS-specific fix to a better place.  - Reduce diff with respect to what we had prior to the sync.   See https://github.com/reactos/reactos/pull/8305#discussion_r2509976210",https://github.com/reactos/reactos/commit/87226107f4b8914cabd8d0417255bf78ad944ec6
reactos/reactos,https://github.com/reactos/reactos,f2c0b5f,Justin Miller,2025-11-16T17:36:39Z,[WDF] Add missing NTAPIs to the NoOp functions,https://github.com/reactos/reactos/commit/f2c0b5f40c01e55551b3d7f99ff80d7fef030294
reactos/reactos,https://github.com/reactos/reactos,bc9ef01,Justin Miller,2025-11-16T17:11:50Z,[WDF] HACK: Workaround PCI causing DPCs to be flushed when system affinity is disabled,https://github.com/reactos/reactos/commit/bc9ef013670267aceaad7a36cdb169aaf4598672
reactos/reactos,https://github.com/reactos/reactos,a7b6470,Eric Kohl,2025-11-16T14:42:41Z,"[MC] Remove unnecessary backspaces from net messages  Backspaces are no escape characters in messages files, percent signs are.  Thank you very much KRosUser for the patch.  CORE-19197",https://github.com/reactos/reactos/commit/a7b6470ab5236a8db236800bf46433c31bb21280
reactos/reactos,https://github.com/reactos/reactos,43bc040,Eric Kohl,2025-11-15T23:17:32Z,[FREELDR] Store docking station info in the registry,https://github.com/reactos/reactos/commit/43bc040072c8736696b870c453b36494ac2b3c72
reactos/reactos,https://github.com/reactos/reactos,42e5fa0,Doug Lyons,2025-11-15T22:32:16Z,[CRT] Fix _mbsn(b)cat functions by using Wine 10.0 as a guide (#8456)  This fixes the HeapMemView - Help - About text display.  CORE-19308,https://github.com/reactos/reactos/commit/42e5fa06061e27197c925a09ef2845a298558c37
reactos/reactos,https://github.com/reactos/reactos,8501523,Emanuele Luca Cerea,2025-11-15T15:19:12Z,[COMCTL32][WINESYNC] Fix keyboard-driven item selection (#8437)  CORE-20210  comctl32/listview: Do not consider key state when navigating with alphanumeric keys. For example holding down Shift and using letter keys shouldn't produce a selection range.  Wine-Bug: https://bugs.winehq.org/show_bug.cgi?id=58275 Signed-off-by: Nikolay Sivov <nsivov@codeweavers.com> wine commit id 3b06cc75849240a6ba4f6d0435710f152e2188e5 by Nikolay Sivov <nsivov@codeweavers.com>,https://github.com/reactos/reactos/commit/85015238e971b0d91745829c1c6f9d656637c37d
reactos/reactos,https://github.com/reactos/reactos,9ab2b1b,Petru Răzvan,2025-11-15T14:42:20Z,[KERNEL32][NTDLL] Export TryAcquireSRWLockExclusive and TryAcquireSRWLockShared (#8430)  CORE-20195  - Fix ntdll mistakenly being set to version 0x601 instead of 0x601+ - Add the stdcall to kernel32.spec which just reroutes to ntdll and seems to properly fix the 2 missing api calls.,https://github.com/reactos/reactos/commit/9ab2b1b12a5580f443df6c1f9c49334172698371
reactos/reactos,https://github.com/reactos/reactos,37574d1,Najib Ahmed,2025-11-14T20:22:08Z,"[TASKMGR] Open the Command Prompt when holding CTRL while clicking ""New Task"" (#8459)  This is a useful feature that also exists in Windows' own Task Manager.",https://github.com/reactos/reactos/commit/37574d1e0d03d4ee8143d1b01b6d4d3ea29af42d
reactos/reactos,https://github.com/reactos/reactos,a3147ab,Stanislav Motylkov,2025-11-14T16:08:22Z,"[CRT_APITEST] Add _mbsn(b)cat tests based on Wine 10.0 (#8460)  These tests examine msvcrt, crtdll, and our static CRT. - msvcrt/crtdll verified passing on Windows 2003, 7 and 10.  References: - https://github.com/wine-mirror/wine/blob/9250ecc5a6a64c73aada0ea751815412f7f00410/dlls/msvcrt/tests/string.c#L2773 - https://github.com/reactos/reactos/blob/7f1075986f6484cbe1f1e33cb563bf2f908ba3a7/modules/rostests/winetests/msvcrt/string.c#L2789  CORE-19308",https://github.com/reactos/reactos/commit/a3147ab6d9e736d748412e5bc80b03fd9d5c50b0
