项目名称,项目URL,提交ID,提交者,提交时间,提交信息,提交链接
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,004f4e5,lucas gelfond,2025-08-16T00:50:47Z,Merge pull request #850 from SukkaW/jsd  fix: replace unpkg w/ jsdelivr,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/004f4e5e16b9deac606ed633163e9c3c590d2401
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,8df7442,Rina,2025-08-15T22:48:01Z,"Merge pull request #829 from nezort11/patch-1  Reexport ffmpeg constants (version, url) in index",https://github.com/ffmpegwasm/ffmpeg.wasm/commit/8df74424a001a158e4d2ba65fd4a4ef2a152fed5
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,2b29efc,rina,2025-08-15T22:10:21Z,fix: update vinxi version to resolve dependency conflict in SolidStart,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/2b29efca29fdf20709df385e91d0366d01a8a30a
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,28bd36b,rina,2025-08-15T21:37:20Z,fix: update CDN URLs to version 0.12.10 consistently,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/28bd36b231c2d51fa09b53c09f8dc1017a63c170
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,efac247,lucas gelfond,2025-04-05T00:01:10Z,Merge pull request #824 from Funzinator/main  increase stack size to 5 MB to support libopus,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/efac2471225bf7b3dc7f394886437f394a74f0c9
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,74ed993,lucas gelfond,2025-04-04T23:58:11Z,Merge pull request #825 from ludacirs/fix/typo-migration  Fix typo in migration docs,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/74ed993aeb36093bf14c338c2f039259677165a0
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,a90a5e8,lucas gelfond,2025-04-04T23:55:20Z,Merge pull request #844 from PsychedelicPalimpsest/main  Fix typo in classes.ts,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/a90a5e82e151ee0bbcbb454a34e304c7b868b8f5
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,14a9f61,SukkaW,2025-03-15T14:21:17Z,fix: replace unpkg w/ jsdelivr,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/14a9f61c4b8bac5629486f2239a7ec70553c7990
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,c319fef,HeronErin,2025-02-27T21:12:58Z,Fix typo,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/c319fefcdcc4396e7a1d429e8ebf46b7426f2d2d
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,3a16b8c,George Zorin,2025-01-25T00:18:02Z,feat: Reexport ffmpeg constants to index,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/3a16b8c6f696164045ef2e142061865b8d9ccfab
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,7bcdf00,ludacirs,2025-01-20T15:28:10Z,Fixed typo in migration docs,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/7bcdf00cfc179ca50655bc8bc5db7e4dd00dea02
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,b409e36,Christopher Beppler,2025-01-17T17:26:21Z,increase stack size to 5 MB  fixes #591 and #775,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/b409e36475bc21f0451b5b1e1d126fa82871439a
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,63ea4cc,lucas gelfond,2025-01-13T21:43:49Z,Merge pull request #819 from jswhisperer/patch-1  use an existing version of ffmpeg,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/63ea4ccb6c58e127cc1767f88c508371936178c2
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,0b7cc6f,Gregory The JSWhisperer,2025-01-13T21:39:10Z,use an existing version of ffmpeg,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/0b7cc6f62ba61c2712f008361e65b5078b472b0e
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,c749193,lucas gelfond,2025-01-07T10:24:45Z,Merge pull request #806 from ignalpha4/patch-1  fix: correct spelling error in description,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/c7491937fb0f6d0ed9dc4e3531f960bbbc140973
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,71aa99d,Lucas Gelfond,2025-01-07T10:12:48Z,RELEASE: @ffmpeg/core and @ffmpeg/core-mt v0.12.10,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/71aa99d37c02a7b4c435275ca9ef50e612f6efa1
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,f78aed1,Lucas Gelfond,2025-01-07T10:09:54Z,RELEASE: @ffmpeg/ffmpeg v0.12.15,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/f78aed147c4185484da8eba1d97c51354a5e3352
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,dd1e0a8,lucas gelfond,2025-01-07T09:32:48Z,Merge pull request #805 from ntnyq/patch-1  Export worker for package `@ffmpeg/ffmpeg`,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/dd1e0a8de452b8e39bcb7c285bc5c4aae9b7a994
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,6947ba1,lucas gelfond,2025-01-07T09:32:38Z,Merge pull request #720 from elvisvoer/main  Fix SvelteKit Example URL,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/6947ba1bab37db277c2f39a83d2eef3f6f71cb81
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,395d6c7,lucas gelfond,2025-01-07T09:32:30Z,Merge pull request #703 from imputnet/add-worker-export  core-mt: add worker export,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/395d6c742b36b847c2a8c22a6e82829459b373ec
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,3aa3042,lucas gelfond,2025-01-07T09:32:20Z,Merge branch 'main' into main,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/3aa304295f0c7a36f9310275b74bf92b37cbdcc7
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,0261cbd,lucas gelfond,2025-01-07T09:31:45Z,Merge pull request #765 from EmoPorEmilio/main  add example solidstart+vite,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/0261cbd564c651cfb241033e4b2387874353c730
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,784ffc3,lucas gelfond,2025-01-07T09:31:21Z,Merge pull request #723 from snelsi/feature/export-ts-types  Export `@ffmpeg/ffmpeg` TS types declared in `src/types.ts`,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/784ffc315894150cef910b6da7b5d15c75363e12
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,d3c018a,Lucas Gelfond,2025-01-07T09:22:34Z,util v12.2 release,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/d3c018aa40a241384965268f0506b73f47dee60c
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,4ace9e8,Lucas Gelfond,2025-01-06T22:55:10Z,RELEASE: v12.14 (main),https://github.com/ffmpegwasm/ffmpeg.wasm/commit/4ace9e8a702cfc72d8958046d4e169ee0c174c10
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,21b90a8,Lucas Gelfond,2025-01-06T22:52:40Z,RELEASE: v12.13 (main) | v12.9 (core/core-mt) | v12.4 (types),https://github.com/ffmpegwasm/ffmpeg.wasm/commit/21b90a8d099719b8d91d9e5776314b236f2f5f80
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,f44e3da,Lucas Gelfond,2025-01-01T21:06:41Z,temporary downgrade to fix,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/f44e3da16df6f28da310ab61fe86e72f07e6cc70
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,95026d9,Lucas Gelfond,2024-12-25T16:56:51Z,Release parent package v0.12.13,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/95026d90e274ab79e0e5eb2e9299d0ffb7e4e83c
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,bd1bff8,Lucas Gelfond,2024-12-25T16:54:20Z,Release core-mt v0.12.8,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/bd1bff86b63fd5d6d186004946da91974721b6af
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,376aaac,Lucas Gelfond,2024-12-25T16:53:01Z,Release core v0.12.8,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/376aaacf3a975f09cd6c01b7810ad7288511c4da
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,4695a20,Lucas Gelfond,2024-12-25T16:49:52Z,Release types version v0.12.3,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/4695a20581252099652b29488f7489bc17fb18d4
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,aaba88e,Shubham Bankar,2024-12-25T08:11:34Z,"fix: correct spelling error in description  Corrected ""gaurantee"" to ""guaranteed""",https://github.com/ffmpegwasm/ffmpeg.wasm/commit/aaba88e6f18487a423f9e47853d3232210329160
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,d24b560,ntnyq,2024-12-25T01:22:31Z,Export worker for package `@ffmpeg/ffmpeg`,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/d24b5607442d7585efa9b991946cfa3d44fc596e
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,f2f06d5,lucas gelfond,2024-12-24T05:52:48Z,Merge pull request #627 from asticode/patch-1  Added type=module to @ffmpeg/util package.json,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/f2f06d5addd2f437ddde9fe78770696f503bcb61
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,0f0642d,lucas gelfond,2024-12-24T05:52:08Z,Merge pull request #779 from ksorv/sorv/fix/sveltekit-example-url  Fix: svelte-kit example url,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/0f0642d98791f2d8b3a59cc17f46ac35a499f4f6
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,17520bb,lucas gelfond,2024-12-24T05:50:17Z,Merge pull request #766 from tommyjepsen/main  Fixed small typo in .off() docs,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/17520bb93dfed9b4c5164ca8811efef7478a34b8
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,b759c91,lucas gelfond,2024-12-24T05:49:57Z,Merge pull request #783 from gubo97000/patch-1  DOCS: fixed broken link,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/b759c9126bef147de3e5d2dc9966671f2a88dbb1
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,7410b8e,Lucas Gelfond,2024-12-24T05:40:41Z,Release v0.12.12,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/7410b8e7250caa34dc963dea12627c1335b8c238
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,0d12126,Lucas Gelfond,2024-12-24T05:21:19Z,Release -  v12.11 | v0.12.7,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/0d121269d7001afcb54b4d33084bd924361cb6de
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,c02059d,Lucas Gelfond,2024-12-24T04:56:37Z,update to gh cache actions v4,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/c02059de82d0d6468f9a2750d8eab38482d27279
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,2785e04,Lucas Gelfond,2024-12-24T04:51:12Z,revert to previous run,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/2785e0439ed2999fef9137ed41ed1b96e74eab03
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,ae10d97,Lucas Gelfond,2024-12-24T04:46:13Z,continue debugging github actions,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/ae10d970997b75a8ef3ffe3c240af0c63263f97e
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,6c8e3fe,Lucas Gelfond,2024-12-24T04:37:40Z,add meta tags to make sharedarraybuffer available,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/6c8e3fe371c7bb14bff0366c5ffbaaac2670f2db
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,9a4d156,Lucas Gelfond,2024-12-24T04:33:28Z,bring the run back in.,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/9a4d156767745138c11127684bd04873a79f3135
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,b5b172d,Lucas Gelfond,2024-12-24T04:28:51Z,add chrome install and chrome env,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/b5b172d5f4043ab10c9c2005cd4faed9fd9d56eb
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,f054e63,Lucas Gelfond,2024-12-24T04:21:50Z,revert previous flag,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/f054e6327cbdf1ff41c91bdfab9e6cfdea086091
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,32fa919,Lucas Gelfond,2024-12-24T04:21:10Z,fix chrome flags,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/32fa9199109d298d8f565e38d6268c3033e7b5ac
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,980ec3a,Lucas Gelfond,2024-12-24T04:20:01Z,test,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/980ec3a1ae678a1e47b83000c5f8c7cdf46c9c70
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,67cf76a,Lucas Gelfond,2024-12-24T04:09:53Z,set new server headers to debug GH actions,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/67cf76a1fae35050e58bbfbc1110b403d0ca1fce
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,ce74ea7,Lucas Gelfond,2024-12-24T02:00:50Z,modify way of setting headers  on test,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/ce74ea7324b43dc99bf65f276dad4ab762e9b00e
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,a033285,Lucas Gelfond,2024-12-24T01:56:15Z,Merge branch 'main' of https://github.com/ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/a03328545b218cc88678b10276e3a4640fa6a1e2
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,43d30bf,Lucas Gelfond,2024-12-24T01:55:49Z,add headers,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/43d30bfe71b0a6ac1be4a034b5817c938b68f70a
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,da2d454,Lucas Gelfond,2024-12-24T01:42:40Z,fix missing APIs for multithreaded tests in GH actions,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/da2d4549682ea19bd347147275e0c038245f9d8a
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,58fccc8,Lucas Gelfond,2024-12-24T01:35:20Z,debug multi-threaded GH actions tests,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/58fccc85483d25ead8ce1655afa02fc749bd5a9c
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,b237a87,Lucas Gelfond,2024-12-24T01:29:28Z,fix crossOriginIsolated test,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/b237a87bd25c45ecc845c8dc3ac1a5830033532d
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,3e81b29,Lucas Gelfond,2024-12-24T01:24:09Z,more gh actions SharedArrayBuffer debugging,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/3e81b29bf827b49e038edcd294cc32424a6fa68d
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,8e62668,Lucas Gelfond,2024-12-24T01:19:19Z,patch chrome path,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/8e626681ce779db82ad2f4faa62c38c6570d0438
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,b1402b7,Lucas Gelfond,2024-12-24T01:14:47Z,fix to run all tests with proper headers,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/b1402b7698a3d803a511ee03c52ba1d2dc9f4a22
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,66b24c8,Lucas Gelfond,2024-12-24T01:08:15Z,test server configured with proper headers,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/66b24c84de8b97f26f440f3f245bfbf38bc58359
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,bf02867,Lucas Gelfond,2024-12-24T01:03:50Z,don't wait on server in CI,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/bf028677a30ab7d46f83ec5c0377842a40f93973
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,bbc7fef,Lucas Gelfond,2024-12-24T00:56:35Z,deprecate chrome dependency libasound2 in tests,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/bbc7fef9010723108b110c9971e48e531f724df4
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,bd3a7b8,Lucas Gelfond,2024-12-24T00:50:09Z,reconfigure tests environment,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/bd3a7b8af05768bf5d82474eba5da221c64ad4fa
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,af7f279,Lucas Gelfond,2024-12-24T00:44:04Z,debug GH actions browser environment,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/af7f2799c09edd5b4aae40370268cb4a03396037
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,8b3912f,Lucas Gelfond,2024-12-24T00:35:55Z,update headers to use SharedArrayBuffer in modern browsers,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/8b3912f4fb328b239eaae4c490e12d7580a0dd74
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,97bb2fd,Lucas Gelfond,2024-12-24T00:31:51Z,call tests correctly,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/97bb2fdd9d6b35d1d53e128474ca3f92d6324d4d
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,1a336b8,Lucas Gelfond,2024-12-24T00:27:08Z,cross origin isolated tests to fix Atomics.wait RuntimeError,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/1a336b84c35a4323d4351394e44202152c0cfd56
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,9e6ac2a,Lucas Gelfond,2024-12-24T00:18:40Z,update chrome dependencies for new ubuntu in CI,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/9e6ac2a0f16bb44d383bd97d3b0efd55164c508a
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,b832bb5,Lucas Gelfond,2024-12-24T00:14:32Z,chrome dependencies gh actions fix x2,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/b832bb58d360583ebd9b6843fb9c8b7e4deb5ba6
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,3d1d18e,Lucas Gelfond,2024-12-24T00:10:44Z,update sandbox permissions to fix tests,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/3d1d18ef104b9ce6f0d559781f892aa4fe9d7e39
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,b9c5ca7,Lucas Gelfond,2024-12-23T23:38:48Z,attempt to update to GH artifacts v4,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/b9c5ca750f64e48ba5eed01bb0a702ee82c962c5
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,600f1d8,lucas gelfond,2024-12-23T23:32:00Z,Merge pull request #776 from izogfif/main  Expose ffprobe command from ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/600f1d8138006d1902148e15e51b6a3c7995d480
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,fad8878,gubo97000,2024-10-07T10:58:35Z,fixed broken link  removed vite from the svelte link that was giving 404,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/fad887860514ec5b2f4360f5960ee197fd7b775f
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,7fe8dff,jeromewu,2024-10-05T07:17:37Z,Update FUNDING.yml,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/7fe8dff16043e86fa129c84acaca271b8a19bec4
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,53e0d83,jeromewu,2024-10-05T07:16:54Z,Update README.md,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/53e0d833b8e3d3228918bac2c7a8d81d5ea839cf
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,cb1dcd8,jeromewu,2024-10-05T07:16:17Z,Update README.md,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/cb1dcd839864d1be8fbe591cf608525f095978a3
ffmpegwasm/ffmpeg.wasm,https://github.com/ffmpegwasm/ffmpeg.wasm,1d55e13,Saurav,2024-09-16T06:11:31Z,fix: svelte-kit example url,https://github.com/ffmpegwasm/ffmpeg.wasm/commit/1d55e135df47a57c28ff7fe4e33801f3900a7090
